ATG,LPS,chitin,elf,flg,nlp,OGs,pep
AT1G71890,0,0,1,0,0,0,1
AT1G71910,0,0,1,0,0,0,0
AT1G71940,0,0,0,1,0,0,0
AT1G71950,0,0,1,1,0,1,0
AT1G72000,1,1,1,1,1,1,1
AT1G72010,0,0,1,1,1,0,1
AT1G72060,0,0,1,1,1,1,1
AT1G72070,0,0,1,1,0,1,1
AT1G72120,0,0,0,1,0,0,1
AT1G72125,0,0,0,1,0,0,0
AT1G72240,0,0,0,1,1,1,0
AT1G72280,1,1,1,1,1,1,1
AT1G72330,0,0,0,1,0,0,0
AT1G72360,0,0,0,1,0,0,0
AT1G72416,0,1,0,0,0,0,0
AT1G72450,0,0,1,1,1,1,1
AT1G72520,1,1,1,1,1,1,1
AT1G72530,0,0,0,1,0,0,0
AT1G72540,0,0,0,1,1,0,1
AT1G72660,0,0,1,1,1,0,0
AT1G72680,0,0,0,1,0,0,1
AT1G72690,0,0,0,1,0,0,0
AT1G72750,0,0,0,1,0,0,0
AT1G72760,0,0,1,1,1,1,1
AT1G72770,0,0,0,1,1,1,1
AT1G72870,1,0,0,1,0,0,0
AT1G72900,1,1,1,1,1,1,1
AT1G72910,1,1,1,1,1,1,1
AT1G72920,1,1,1,1,1,1,1
AT1G72930,1,1,1,1,1,1,1
AT1G72940,1,1,1,1,1,1,1
AT1G72950,1,1,1,1,1,1,1
AT1G72960,0,0,1,1,0,1,1
AT1G73010,0,0,1,1,1,1,1
AT1G73030,0,0,1,1,0,1,0
AT1G73066,0,0,1,1,1,0,1
AT1G73080,1,1,1,1,1,1,1
AT1G73120,0,1,1,0,0,0,0
AT1G73190,0,0,0,1,0,0,0
AT1G73250,0,0,1,1,0,0,0
AT1G73260,0,0,0,1,0,0,1
AT1G73500,0,1,1,1,1,1,1
AT1G73510,0,0,0,1,0,0,0
AT1G73540,1,1,1,1,1,1,1
AT1G73550,1,1,1,1,1,1,1
AT1G73670,0,0,1,0,1,0,0
AT1G73680,0,0,1,0,0,0,0
AT1G73730,0,0,0,1,1,0,0
AT1G73740,0,0,1,1,1,1,1
AT1G73790,0,0,0,1,0,0,0
AT1G73805,1,1,1,1,1,1,1
AT1G73810,0,1,1,1,1,1,1
AT1G73965,0,0,0,1,0,0,0
AT1G74000,0,0,1,1,0,1,0
AT1G74010,0,0,1,1,1,1,1
AT1G74020,0,0,1,1,0,1,0
AT1G74030,0,0,0,1,0,0,0
AT1G74080,0,1,1,1,1,1,1
AT1G74100,1,1,1,1,1,1,1
AT1G74150,0,0,0,0,0,0,1
AT1G74170,0,0,1,1,0,0,0
AT1G74190,0,0,0,1,0,0,0
AT1G74250,0,0,0,1,0,0,0
AT1G74280,0,0,0,1,0,1,1
AT1G74300,0,0,1,0,0,1,1
AT1G74310,0,0,1,1,1,1,1
AT1G74330,1,1,1,1,1,1,1
AT1G74340,0,0,0,1,0,0,0
AT1G74350,0,0,1,1,1,0,1
AT1G74360,1,1,1,1,1,1,1
AT1G74430,0,0,1,1,1,1,1
AT1G74440,1,1,1,1,1,1,1
AT1G74450,0,1,1,1,1,1,1
AT1G74490,0,0,0,1,0,0,0
AT1G74590,0,0,0,1,1,1,1
AT1G74640,0,0,0,1,0,0,0
AT1G74650,1,1,1,1,1,1,1
AT1G74680,0,0,1,1,0,0,1
AT1G74710,1,0,1,1,1,1,1
AT1G74740,0,0,1,1,1,0,1
AT1G74750,0,0,1,1,1,0,0
AT1G74790,0,0,1,1,1,1,1
AT1G74870,0,0,0,1,0,0,0
AT1G74930,0,0,1,1,0,1,1
AT1G74950,0,0,1,1,1,1,1
AT1G75000,1,1,1,1,1,1,1
AT1G75020,1,1,1,1,1,1,1
AT1G75030,0,0,0,0,1,0,0
AT1G75040,0,1,0,0,1,0,1
AT1G75170,0,0,1,1,1,1,1
AT1G75270,0,0,0,1,0,1,0
AT1G75280,0,0,0,1,0,0,0
AT1G75290,0,0,0,1,0,0,0
AT1G75440,0,0,1,1,0,0,0
AT1G75450,0,1,1,1,1,0,1
AT1G75490,0,0,1,1,1,1,1
AT1G75810,0,1,1,1,1,1,1
AT1G75830,0,0,0,1,1,0,1
AT1G75860,0,0,1,1,0,1,0
AT1G76040,0,1,1,1,1,1,1
AT1G76065,0,0,1,1,0,0,0
AT1G76070,1,1,1,1,1,1,1
AT1G76130,0,0,1,1,1,0,1
AT1G76150,0,0,0,1,1,0,0
AT1G76180,0,0,0,0,0,1,0
AT1G76210,1,1,0,0,1,0,0
AT1G76250,0,0,0,0,1,0,1
AT1G76360,1,1,1,1,1,1,1
AT1G76390,0,0,1,1,1,1,0
AT1G76410,0,0,0,1,0,1,0
AT1G76430,0,0,1,1,1,1,1
AT1G76440,1,1,1,1,1,1,1
AT1G76470,1,1,1,1,1,1,1
AT1G76480,0,0,0,1,1,1,1
AT1G76520,0,0,1,1,1,1,1
AT1G76550,0,0,1,1,1,0,0
AT1G76560,0,0,1,1,1,1,0
AT1G76590,0,0,0,1,0,0,0
AT1G76600,1,1,1,1,1,1,1
AT1G76610,0,0,0,1,0,0,0
AT1G76640,0,0,0,0,0,1,1
AT1G76650,1,1,1,1,1,1,1
AT1G76670,0,0,0,1,0,0,0
AT1G76680,1,1,1,1,1,1,1
AT1G76690,0,0,0,1,1,0,0
AT1G76700,1,1,1,1,1,1,1
AT1G76705,0,0,1,1,1,0,1
AT1G76780,0,0,0,1,0,0,0
AT1G76790,0,0,0,0,1,0,0
AT1G76920,0,0,0,1,0,0,0
AT1G76930,0,0,1,1,1,1,1
AT1G76940,0,0,1,1,1,1,0
AT1G76960,0,0,0,0,1,0,0
AT1G76965,0,0,0,1,0,0,0
AT1G76970,1,1,1,1,1,1,1
AT1G76980,0,0,1,1,1,1,0
AT1G77140,0,0,0,1,0,0,0
AT1G77150,0,0,0,0,0,0,1
AT1G77160,0,0,0,1,0,0,0
AT1G77250,0,0,1,1,0,1,1
AT1G77260,0,0,0,1,1,0,0
AT1G77360,0,0,0,1,0,0,0
AT1G77370,0,0,0,1,1,0,0
AT1G77380,0,0,0,1,0,0,0
AT1G77390,1,0,1,1,1,1,1
AT1G77420,0,0,1,1,1,1,0
AT1G77450,0,0,1,1,1,1,1
AT1G77500,0,0,1,1,1,1,1
AT1G77510,0,1,1,1,1,1,1
AT1G77640,0,1,1,1,1,1,0
AT1G77660,0,0,0,0,1,0,0
AT1G77760,0,0,1,0,0,0,0
AT1G77770,0,0,0,1,0,0,0
AT1G77810,0,0,1,1,1,0,1
AT1G77890,1,1,1,1,1,1,1
AT1G77920,0,0,1,0,0,1,0
AT1G78000,1,0,1,1,1,1,1
AT1G78070,0,0,1,1,0,1,0
AT1G78130,0,0,0,1,0,0,0
AT1G78200,0,0,0,1,0,0,0
AT1G78210,0,0,1,1,1,1,1
AT1G78240,0,0,1,1,0,0,0
AT1G78280,0,0,1,1,0,1,0
AT1G78310,0,0,0,1,1,0,1
AT1G78340,0,0,0,1,1,1,1
AT1G78380,0,0,0,1,0,0,0
AT1G78410,1,1,1,1,1,1,1
AT1G78420,0,0,0,1,0,0,0
AT1G78460,0,0,0,0,1,0,1
AT1G78760,0,0,1,0,1,0,1
AT1G78830,0,0,1,1,1,1,1
AT1G78840,0,0,0,1,0,0,0
AT1G78850,0,1,1,1,1,1,1
AT1G78860,1,1,1,1,1,1,1
AT1G78870,0,0,0,1,0,0,0
AT1G78895,0,0,0,1,1,0,1
AT1G78955,0,0,0,1,0,0,1
AT1G79075,0,0,1,1,0,1,0
AT1G79160,0,0,0,1,0,1,0
AT1G79180,0,0,1,1,0,1,1
AT1G79245,1,1,1,1,1,1,1
AT1G79250,0,0,0,1,0,0,0
AT1G79310,0,0,0,0,0,0,1
AT1G79320,0,0,0,0,0,0,1
AT1G79330,0,0,1,1,1,1,1
AT1G79360,0,0,1,1,0,0,1
AT1G79380,0,0,1,1,0,1,1
AT1G79400,1,1,0,0,1,1,1
AT1G79410,0,0,0,1,0,0,1
AT1G79450,0,0,1,1,1,1,1
AT1G79570,0,0,0,1,0,0,0
AT1G79590,0,0,0,1,0,0,0
AT1G79670,0,1,1,1,1,1,1
AT1G79680,1,1,1,1,1,1,1
AT1G79690,0,0,1,1,1,0,1
AT1G79710,0,0,0,1,0,0,0
AT1G80160,0,0,0,1,0,0,0
AT1G80180,0,0,0,0,1,0,0
AT1G80290,0,0,1,1,1,0,0
AT1G80300,0,0,1,1,1,0,1
AT1G80325,0,0,0,1,1,0,0
AT1G80440,0,0,0,1,1,0,0
AT1G80450,1,1,1,1,1,1,1
AT1G80460,0,0,1,1,1,1,1
AT1G80510,0,0,0,1,0,0,0
AT1G80520,0,0,0,0,0,0,1
AT1G80555,0,0,1,1,0,0,0
AT1G80610,0,1,1,1,1,1,1
AT1G80820,1,1,1,1,1,1,1
AT1G80830,0,0,0,1,0,0,0
AT1G80840,1,1,1,1,1,1,1
AT1G80920,0,0,0,1,0,0,0
AT1G80960,0,0,0,1,1,0,0
AT2G01100,0,0,0,1,0,0,0
AT2G01150,0,0,0,0,0,0,1
AT2G01180,1,1,1,1,1,1,1
AT2G01190,0,0,1,1,0,0,0
AT2G01300,0,0,1,1,1,1,1
AT2G01340,1,1,1,1,1,1,1
AT2G01430,0,0,0,1,0,0,1
AT2G01450,1,1,1,1,1,1,1
AT2G01600,0,0,0,1,1,0,0
AT2G01650,0,0,1,1,1,1,1
AT2G01670,0,1,1,1,1,1,1
AT2G01680,0,0,1,0,0,0,0
AT2G01690,0,0,0,1,0,0,0
AT2G01818,0,0,0,0,0,1,1
AT2G01880,0,0,0,0,0,1,1
AT2G02000,0,0,0,1,1,0,0
AT2G02010,1,1,1,1,1,1,1
AT2G02060,0,0,1,1,1,1,0
AT2G02061,0,0,1,1,0,1,1
AT2G02180,0,0,1,1,1,1,1
AT2G02220,1,1,1,1,1,1,1
AT2G02230,0,0,0,1,0,0,0
AT2G02310,0,0,1,1,1,1,1
AT2G02340,0,0,0,1,0,0,1
AT2G02350,0,0,1,1,1,1,1
AT2G02360,0,0,1,1,1,0,1
AT2G02370,0,1,1,1,1,1,1
AT2G02380,0,0,0,0,1,1,0
AT2G02390,0,0,0,1,1,1,1
AT2G02410,0,0,0,1,0,0,0
AT2G02580,0,0,0,1,0,0,0
AT2G02730,0,0,1,1,0,0,0
AT2G02800,0,1,1,1,0,0,1
AT2G02810,1,1,1,1,1,1,1
AT2G02850,0,0,1,1,0,0,0
AT2G02860,1,1,1,1,1,1,1
AT2G02870,0,0,0,1,0,0,0
AT2G02930,0,0,1,1,1,1,1
AT2G02960,0,0,1,1,1,0,0
AT2G02970,0,0,0,1,0,0,0
AT2G02990,0,0,1,0,0,1,0
AT2G03020,0,0,1,0,1,0,1
AT2G03040,1,0,1,1,1,1,1
AT2G03120,0,0,1,1,1,0,1
AT2G03240,0,0,1,1,0,1,1
AT2G03290,1,1,1,1,1,1,1
AT2G03360,0,0,0,1,0,0,1
AT2G03410,0,0,0,1,1,0,1
AT2G03470,0,0,0,1,0,0,0
AT2G03505,0,0,1,1,1,1,1
AT2G03530,1,1,1,1,1,1,1
AT2G03590,0,0,1,1,0,0,1
AT2G03760,1,0,0,1,0,0,0
AT2G03810,0,0,1,1,1,1,0
AT2G04040,0,1,1,1,1,1,1
AT2G04050,0,0,1,1,1,0,1
AT2G04070,1,1,1,1,1,1,1
AT2G04120,0,0,1,0,0,0,0
AT2G04160,0,0,0,0,1,1,0
AT2G04305,0,0,1,1,1,1,0
AT2G04400,1,1,1,1,1,1,1
AT2G04430,0,0,1,1,0,0,0
AT2G04495,1,1,1,1,1,1,1
AT2G04500,0,1,1,1,1,1,1
AT2G04510,0,0,1,1,0,0,1
AT2G04515,1,1,1,1,1,1,1
AT2G04520,0,0,0,1,0,0,0
AT2G04610,0,0,0,1,0,0,0
AT2G04650,0,0,0,1,0,0,0
AT2G04900,0,0,0,1,0,0,0
AT2G05050,0,0,1,1,0,1,0
AT2G05260,0,0,1,0,0,0,0
AT2G05330,0,0,0,0,0,0,1
AT2G05518,0,0,0,1,0,0,0
AT2G05940,0,1,1,1,1,1,1
AT2G06050,0,0,1,1,1,1,1
AT2G06510,0,0,1,1,0,0,0
AT2G06530,0,1,1,1,1,1,1
AT2G07180,0,0,1,1,1,1,1
AT2G07674,0,1,0,0,0,0,0
AT2G07691,0,0,0,1,0,0,0
AT2G07738,0,0,0,0,0,1,0
AT2G07981,0,1,0,1,0,0,0
AT2G08986,0,1,0,1,0,0,0
AT2G10560,0,0,0,1,0,0,0
AT2G10735,0,0,0,1,0,0,0
AT2G11280,0,0,0,1,0,0,0
AT2G11520,0,1,1,1,1,1,1
AT2G11891,0,0,0,1,0,0,1
AT2G12400,0,0,0,0,0,1,1
AT2G13650,0,1,1,1,1,1,1
AT2G13790,1,1,1,1,1,1,1
AT2G13800,1,1,1,1,1,1,1
AT2G13810,0,0,0,1,0,0,0
AT2G13960,0,0,0,1,1,0,0
AT2G14080,0,0,0,1,0,0,0
AT2G14255,0,0,0,1,0,0,0
AT2G14290,0,0,1,1,0,1,1
AT2G14560,0,0,1,0,1,1,0
AT2G14580,0,0,1,1,0,0,0
AT2G14610,0,0,1,0,1,0,0
AT2G14661,0,0,1,1,1,1,1
AT2G14720,0,0,1,1,0,0,0
AT2G14750,0,0,1,1,1,1,1
AT2G14830,0,0,0,1,0,0,0
AT2G15040,1,1,1,1,1,1,1
AT2G15042,1,1,1,1,1,1,1
AT2G15080,0,0,1,1,1,0,1
AT2G15120,0,0,0,1,0,0,0
AT2G15220,0,1,1,1,1,0,1
AT2G15240,0,0,0,1,0,0,0
AT2G15270,0,0,0,1,0,0,0
AT2G15390,1,1,1,1,1,1,1
AT2G15400,0,1,1,0,1,1,1
AT2G15480,1,1,1,1,1,1,1
AT2G15490,1,1,1,1,1,1,1
AT2G15570,0,0,0,1,0,0,0
AT2G15760,0,0,1,1,1,1,1
AT2G15780,0,0,1,1,1,0,1
AT2G15830,0,0,0,1,0,0,0
AT2G15840,0,0,0,1,0,0,0
AT2G15910,0,0,0,1,0,0,0
AT2G15960,0,0,0,1,0,0,0
AT2G16380,0,0,0,1,0,0,0
AT2G16405,0,0,0,1,0,0,0
AT2G16430,0,0,1,0,0,0,0
AT2G16460,0,0,0,1,0,0,0
AT2G16500,0,0,0,1,1,0,1
AT2G16595,0,0,1,1,1,1,1
AT2G16630,0,0,1,1,0,0,0
AT2G16700,0,0,0,1,0,0,0
AT2G16710,0,0,0,1,0,0,0
AT2G16720,0,0,1,1,1,1,1
AT2G16790,0,0,0,1,0,0,0
AT2G16870,0,1,1,1,1,1,1
AT2G16890,0,0,0,0,1,0,0
AT2G16900,1,1,1,1,1,1,1
AT2G16910,0,0,1,0,0,0,0
AT2G17040,1,1,1,1,1,1,1
AT2G17050,0,0,0,1,0,0,0
AT2G17055,0,0,0,1,0,0,0
AT2G17060,0,1,0,0,0,0,0
AT2G17110,0,0,1,1,1,0,1
AT2G17120,1,1,1,1,1,1,1
AT2G17130,0,0,1,1,1,0,0
AT2G17220,1,1,1,1,1,1,1
AT2G17280,0,0,0,0,0,0,1
AT2G17290,0,0,1,1,1,1,1
AT2G17380,0,0,0,1,0,0,0
AT2G17480,0,0,1,1,1,1,1
AT2G17500,0,0,1,1,1,1,1
AT2G17520,0,0,1,1,1,1,1
AT2G17530,0,0,0,1,0,0,0
AT2G17570,0,0,0,1,1,0,0
AT2G17660,0,0,1,1,0,1,1
AT2G17705,1,1,1,1,1,1,1
AT2G17710,0,0,1,1,1,1,1
AT2G17720,0,0,1,1,1,0,1
AT2G17730,0,0,1,1,0,0,0
AT2G17740,1,1,1,1,1,1,1
AT2G17760,0,0,1,1,1,1,1
AT2G17780,0,0,0,0,0,1,0
AT2G17820,0,0,1,0,0,0,0
AT2G17840,0,0,1,1,0,1,0
AT2G17880,0,0,0,1,0,1,1
AT2G17900,0,0,1,1,0,0,0
AT2G18000,0,0,1,1,1,0,1
AT2G18090,0,0,1,1,0,1,1
AT2G18100,0,0,1,1,1,1,0
AT2G18140,0,0,0,0,0,0,1
AT2G18150,0,0,0,0,0,0,1
AT2G18170,0,0,1,0,0,0,0
AT2G18190,1,0,0,0,0,0,0
AT2G18193,0,0,0,1,0,0,0
AT2G18210,1,1,1,1,1,1,1
AT2G18250,0,0,0,1,0,0,0
AT2G18350,0,0,1,1,1,0,1
AT2G18630,0,0,1,1,1,1,1
AT2G18650,0,0,0,1,0,0,0
AT2G18660,0,0,1,1,1,0,0
AT2G18670,0,0,1,1,1,1,1
AT2G18690,1,1,1,1,1,1,1
AT2G18700,0,0,0,1,1,0,0
AT2G18730,0,0,1,0,0,0,0
AT2G18950,0,0,0,1,1,0,0
AT2G18960,0,0,1,0,0,0,0
AT2G18969,0,0,0,1,0,0,0
AT2G18970,0,0,0,1,0,0,0
AT2G19060,0,0,0,1,0,0,0
AT2G19130,1,1,1,1,1,1,1
AT2G19160,0,0,1,1,1,0,0
AT2G19180,0,0,1,1,1,1,0
AT2G19190,1,1,1,1,1,1,1
AT2G19310,1,1,1,1,1,0,0
AT2G19450,0,0,0,1,0,0,0
AT2G19460,0,0,1,1,0,0,0
AT2G19570,0,0,1,1,1,1,1
AT2G19620,0,0,1,0,0,1,0
AT2G19710,1,1,1,1,1,1,1
AT2G19790,0,0,0,1,0,0,0
AT2G19810,0,0,0,1,0,0,0
AT2G20010,0,0,1,1,1,1,1
AT2G20110,0,1,1,1,1,1,1
AT2G20130,0,0,0,1,0,0,0
AT2G20142,1,1,1,1,1,1,1
AT2G20150,1,1,1,1,1,1,1
AT2G20320,0,0,1,1,1,1,1
AT2G20340,0,0,1,1,0,0,0
AT2G20362,0,0,0,1,0,0,0
AT2G20370,0,0,0,1,0,0,0
AT2G20470,0,0,0,1,0,0,0
AT2G20560,1,0,1,1,1,1,1
AT2G20562,1,1,1,1,1,1,1
AT2G20610,0,0,0,1,1,1,1
AT2G20630,0,0,1,1,1,1,0
AT2G20720,0,0,0,0,1,0,1
AT2G20770,0,0,0,1,0,0,0
AT2G20780,0,0,0,1,1,0,0
AT2G20825,0,0,0,1,0,0,1
AT2G20835,1,1,1,1,0,1,1
AT2G20900,0,1,1,1,1,1,1
AT2G20950,0,0,1,1,1,1,1
AT2G20960,1,1,1,1,1,1,1
AT2G21100,0,0,0,0,0,0,1
AT2G21120,1,1,1,1,1,1,1
AT2G21188,0,0,0,1,0,0,0
AT2G21350,0,0,1,0,0,0,0
AT2G21430,0,0,0,1,0,0,0
AT2G21470,0,0,1,1,0,0,0
AT2G21500,0,1,1,1,1,1,1
AT2G21510,0,0,0,1,0,1,1
AT2G21520,0,0,1,1,1,0,0
AT2G21540,0,0,0,1,0,0,0
AT2G21620,0,0,1,1,1,1,1
AT2G21850,0,0,1,1,1,1,1
AT2G21900,0,0,1,1,0,1,1
AT2G22010,0,0,0,1,0,0,0
AT2G22190,1,1,1,1,1,1,1
AT2G22250,0,0,1,1,1,1,1
AT2G22300,1,1,1,1,1,1,1
AT2G22310,0,0,1,1,1,0,0
AT2G22330,0,0,0,1,1,0,1
AT2G22470,0,0,1,1,1,1,1
AT2G22475,0,0,1,1,1,0,0
AT2G22480,0,0,1,1,1,0,0
AT2G22500,1,1,1,1,1,1,1
AT2G22690,0,0,0,1,1,0,0
AT2G22760,0,0,0,0,0,1,0
AT2G22790,0,0,0,1,0,0,0
AT2G22800,0,0,0,1,0,0,0
AT2G22850,0,0,0,0,0,0,1
AT2G22860,0,0,1,1,0,1,1
AT2G22870,0,1,1,1,1,1,1
AT2G22880,1,1,1,1,1,1,1
AT2G22890,1,1,1,1,1,1,1
AT2G23100,0,0,1,0,0,0,0
AT2G23120,0,0,0,0,0,1,0
AT2G23150,0,0,1,0,0,1,0
AT2G23170,1,0,1,0,0,1,1
AT2G23200,0,0,1,1,0,0,1
AT2G23270,1,1,1,1,1,1,1
AT2G23300,0,0,1,1,1,1,1
AT2G23320,1,1,1,1,1,1,1
AT2G23420,0,1,1,1,1,1,1
AT2G23450,0,0,1,1,1,1,1
AT2G23680,1,1,1,1,1,1,1
AT2G23770,0,1,1,1,1,1,1
AT2G23810,1,1,1,1,1,1,1
AT2G23910,0,0,1,0,0,0,0
AT2G23945,0,0,1,1,0,0,0
AT2G24100,0,0,1,1,0,1,1
AT2G24130,0,0,1,1,1,1,1
AT2G24160,1,1,1,1,1,1,1
AT2G24165,1,1,1,1,1,1,1
AT2G24170,0,0,0,1,1,0,0
AT2G24180,0,0,1,1,1,1,1
AT2G24200,0,0,0,1,1,0,0
AT2G24240,0,0,1,1,1,0,1
AT2G24260,0,0,0,0,0,0,1
AT2G24285,0,0,1,0,0,0,0
AT2G24320,0,0,1,1,0,1,1
AT2G24330,0,0,0,0,0,1,0
AT2G24360,0,0,1,1,1,1,1
AT2G24430,0,0,0,0,0,0,1
AT2G24550,0,0,1,1,1,1,0
AT2G24570,1,1,1,1,1,1,1
AT2G24600,1,1,1,1,1,1,1
AT2G24610,0,1,1,1,1,1,1
AT2G24640,0,0,0,1,0,0,0
AT2G24681,0,0,0,1,0,0,0
AT2G24830,0,0,0,1,0,0,0
AT2G24850,1,1,1,1,1,1,1
AT2G24860,0,0,0,1,0,0,0
AT2G24990,0,0,1,1,0,0,0
AT2G25000,0,0,1,1,0,1,0
AT2G25090,0,0,0,0,1,0,0
AT2G25100,0,0,1,1,0,0,0
AT2G25110,0,1,1,1,1,1,1
AT2G25160,1,0,0,0,0,0,0
AT2G25250,0,0,0,1,0,0,0
AT2G25290,0,0,1,1,0,0,0
AT2G25300,0,0,0,1,0,0,0
AT2G25440,1,0,1,1,1,0,1
AT2G25460,1,1,1,1,1,1,1
AT2G25470,1,1,1,1,1,1,1
AT2G25520,0,0,1,1,0,0,0
AT2G25680,0,0,1,0,0,0,0
AT2G25690,0,0,0,0,0,1,0
AT2G25735,1,1,1,1,1,1,1
AT2G25737,0,0,0,1,0,0,0
AT2G25780,0,0,0,1,0,0,0
AT2G25850,0,0,1,1,1,1,1
AT2G25940,0,0,1,1,1,0,0
AT2G26150,1,1,1,1,0,0,1
AT2G26170,0,0,1,0,0,0,1
AT2G26190,1,1,1,1,1,1,1
AT2G26240,0,0,0,1,0,0,0
AT2G26290,1,0,0,1,1,1,1
AT2G26300,0,1,1,1,1,1,1
AT2G26310,0,0,0,0,1,0,0
AT2G26390,0,0,1,1,1,1,1
AT2G26400,0,0,0,0,0,0,1
AT2G26440,0,1,1,1,1,1,1
AT2G26480,0,0,0,0,0,0,1
AT2G26530,1,1,1,1,1,1,1
AT2G26560,1,1,1,1,1,1,1
AT2G26650,0,0,1,1,1,0,1
AT2G26660,0,0,0,1,0,0,0
AT2G26820,0,0,0,1,0,0,0
AT2G26975,0,1,1,1,1,1,1
AT2G27080,0,1,1,1,1,1,1
AT2G27150,0,0,1,1,1,1,1
AT2G27200,0,0,0,1,0,0,0
AT2G27260,0,1,1,1,1,1,1
AT2G27310,0,1,1,1,1,1,1
AT2G27389,0,1,1,1,1,1,1
AT2G27400,0,0,0,1,0,0,0
AT2G27490,0,0,0,1,0,0,0
AT2G27500,0,0,1,1,1,1,1
AT2G27580,0,0,1,1,1,1,1
AT2G27630,0,0,1,1,0,0,0
AT2G27660,1,1,1,1,1,1,1
AT2G27690,1,1,1,1,1,1,1
AT2G27820,0,0,0,1,0,1,0
AT2G27830,0,1,1,1,1,1,1
AT2G28056,0,0,0,0,1,0,0
AT2G28080,0,1,0,0,1,0,0
AT2G28110,0,0,0,1,0,0,0
AT2G28140,0,1,1,0,0,0,0
AT2G28210,0,0,0,1,1,1,1
AT2G28305,0,0,1,1,0,0,1
AT2G28350,0,0,1,0,0,0,0
AT2G28400,0,1,1,1,1,1,1
AT2G28460,0,0,1,0,0,0,0
AT2G28500,1,1,1,1,1,1,1
AT2G28570,0,1,1,1,1,1,1
AT2G28630,0,0,1,1,0,0,1
AT2G28650,0,0,0,1,0,1,0
AT2G28710,0,0,1,1,1,1,1
AT2G28755,0,0,1,1,1,1,0
AT2G28760,0,0,0,1,1,0,0
AT2G28830,1,1,1,1,1,1,1
AT2G28840,0,0,1,1,1,0,1
AT2G28890,0,0,1,1,1,1,1
AT2G28930,0,0,1,1,0,0,0
AT2G28940,0,1,1,1,1,1,1
AT2G28960,0,0,0,1,0,0,0
AT2G28970,0,0,0,1,0,0,0
AT2G29010,1,0,0,0,0,0,0
AT2G29065,0,0,1,1,1,1,1
AT2G29070,0,0,1,0,1,0,0
AT2G29100,1,1,1,1,1,1,1
AT2G29110,1,1,1,1,1,1,1
AT2G29120,1,1,1,1,1,1,1
AT2G29150,0,1,1,1,1,1,1
AT2G29270,0,0,0,1,0,0,0
AT2G29330,0,0,0,1,0,0,0
AT2G29340,0,0,1,1,1,1,1
AT2G29350,0,0,1,1,1,1,1
AT2G29400,0,0,1,1,1,0,0
AT2G29410,0,0,0,1,1,0,1
AT2G29420,0,0,1,1,1,1,1
AT2G29430,0,0,0,1,0,0,0
AT2G29440,0,0,1,1,0,1,1
AT2G29450,0,0,1,1,1,1,0
AT2G29460,1,1,1,1,1,1,1
AT2G29470,0,0,1,1,1,1,1
AT2G29480,0,0,0,1,1,1,1
AT2G29490,1,0,0,1,1,1,1
AT2G29500,1,0,1,1,1,1,1
AT2G29720,1,1,1,1,1,1,1
AT2G29730,0,0,1,1,0,0,1
AT2G29870,0,0,0,1,0,0,0
AT2G29950,0,1,1,1,1,1,0
AT2G29990,1,1,1,1,1,1,1
AT2G29995,0,0,1,1,0,0,0
AT2G30020,1,1,1,1,1,1,1
AT2G30040,0,0,1,1,0,1,1
AT2G30140,1,1,1,1,1,1,1
AT2G30250,0,1,1,1,1,1,1
AT2G30360,0,0,1,1,1,1,1
AT2G30395,0,0,0,1,1,1,0
AT2G30400,0,0,1,1,0,0,1
AT2G30440,0,1,1,1,1,1,1
AT2G30490,0,0,1,1,1,1,1
AT2G30500,0,0,1,1,0,1,0
AT2G30550,0,0,1,1,1,1,1
AT2G30660,0,0,1,0,0,1,0
AT2G30720,0,1,1,1,1,1,1
AT2G30740,0,0,0,1,0,0,0
AT2G30750,1,1,1,1,1,1,1
AT2G30760,0,0,1,1,1,0,0
AT2G30770,1,0,1,1,1,1,1
AT2G30780,0,0,0,1,0,0,0
AT2G30840,0,0,0,1,0,0,0
AT2G30860,0,0,0,1,1,1,0
AT2G30870,0,0,1,1,1,1,1
AT2G30942,0,0,0,1,0,0,0
AT2G30990,0,0,1,1,1,1,1
AT2G31018,0,0,0,1,0,0,0
AT2G31020,0,0,1,1,1,1,1
AT2G31030,0,0,1,0,0,0,0
AT2G31090,0,1,1,1,1,1,1
AT2G31100,0,0,0,1,0,1,0
AT2G31130,0,0,0,1,0,0,0
AT2G31180,0,1,0,0,1,1,1
AT2G31210,0,0,0,1,0,0,0
AT2G31220,0,0,0,0,0,0,1
AT2G31230,0,1,1,1,1,1,1
AT2G31305,0,0,1,1,0,0,0
AT2G31335,1,1,1,1,1,1,1
AT2G31345,1,1,1,1,1,1,1
AT2G31350,0,0,1,1,0,0,0
AT2G31420,0,0,1,1,0,1,1
AT2G31580,0,0,0,1,0,0,0
AT2G31585,0,0,1,1,1,0,0
AT2G31800,0,0,1,1,1,1,1
AT2G31810,0,0,1,1,0,1,1
AT2G31820,0,0,0,0,1,0,1
AT2G31865,1,1,1,1,1,1,1
AT2G31870,0,1,1,1,1,1,1
AT2G31880,1,1,1,1,1,1,1
AT2G31945,0,0,1,1,0,0,0
AT2G31955,0,0,1,1,1,1,1
AT2G31980,0,1,1,1,1,0,0
AT2G31990,1,1,1,1,1,1,1
AT2G32020,1,0,1,1,1,1,1
AT2G32030,0,0,1,1,1,1,0
AT2G32130,0,0,1,1,1,1,1
AT2G32140,1,1,1,1,1,1,1
AT2G32150,0,0,1,1,1,1,1
AT2G32190,1,1,1,1,1,1,1
